"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"109","8700216723657","Помякшувач для тканин Lenor 675ml вишневий парфюм","104.00","29.81","135.00","0","0.00","0.00","0.00"
"110","8700216724029","Кондиціонер для тканин Lenor Літній ранок 1.49л","185.00","30.27","241.00","0","0.00","0.00","0.00"
"111","8700216724371","Помякшувач для тканин Lenor гіпоалерген 750мл","100.00","29.81","135.00","0","1.00","100.00","135.00"
"112","8710908101236","Саво для чищення кухні 500мл","67.00","29.85","87.00","0","0.00","0.00","0.00"
"113","8710908102110","SAVO Средство для чистки ванной 500мл(спрей)","73.00","30.14","95.00","0","4.00","292.00","380.00"
"114","8717163046234","Ультра швидкий анти-жир CIF спрей","86.00","30.23","112.00","0","2.00","172.00","224.00"
"115","8717163046258","Засіб для чищення Cif для ванної 500мл (курок)","86.00","30.23","112.00","0","1.00","86.00","112.00"
"116","9000100753340","кульки бреф","35.67","50.00","54.00","0","3.00","107.01","162.00"
"117","9000100867078","Clin Засіб для миття скла, із запахом лимону, 500 мл","82.50","35.00","131.00","0","4.00","330.00","524.00"
"118","9000100867160","Clin Засіб для миття скла, із запахом лимону, запаска, 500 мл","70.00","30.00","91.00","0","0.00","0.00","0.00"
"119","9000101820881","Освіжувач для унітазу морська свіжість BREF","36.67","42.86","54.00","0","2.00","73.34","108.00"

