"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"1","7700000010537","Силіконова ліпка на телефон","20.00","150.00","50.00","0","0.00","0.00","0.00"

