"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"103","4820216370027","Напій Малина0,5л  Микулинці","28.72","32.00","39.00","0","5.00","143.60","195.00"
"104","4820216370676","Б/а напій Мохіто 1 л","32.06","35.00","43.00","0","0.00","0.00","0.00"
"105","4820250941887","Напій б/а "" Розмай Лісовий Сітро"" банка 0,5 л","27.44","40.00","38.00","0","1.00","27.44","38.00"
"106","4820250941986","Напій б/а "" Розмай Лісовий Дюшес"" банка 0,5 л","27.44","35.00","38.00","0","1.00","27.44","38.00"
"107","4820250942372","Напій ба Розмай лісовий сітро (розливний)0.5л","14.54","64.29","23.00","0","48.00","697.92","1,104.00"
"108","4820250944642","Розмай лісовий мохіто банка 0.5","27.44","32.00","38.00","0","0.00","0.00","0.00"
"109","4820250944703","Квас""Квас Тарас Пряний зі смаком пряника та кориці""ПЕТ 1,5л","46.77","30.43","61.00","0","0.00","0.00","0.00"
"110","4820303220099","Напій живчик смак кола-малина 1,8 л","42.62","35.00","59.00","0","2.00","85.24","118.00"
"111","4820303220105","Напій живчик  смак кола-малина  б/а Б/К 1.15 л","30.40","40.00","43.00","0","6.00","182.40","258.00"
"112","4820303220150","Б/а б/к живчик смак кола-вишня 1,15 л","30.40","40.00","43.00","0","3.00","91.20","129.00"
"113","4820303220167","Б/а напій живчик смак кола-вишня 1.8","42.62","40.00","60.00","0","4.00","170.48","240.00"
"114","4820303220198","Напій живчик українс яблуко 1 л","28.42","35.00","38.00","0","1.00","28.42","38.00"
"115","4823063111867","Напій Пепсі-Кола 0,33л  скло","30.00","23.33","37.00","0","7.00","210.00","259.00"
"116","4823063112673","Пепсі 0.5л без кал блек к.1035","21.32","29.17","31.00","0","13.00","277.16","403.00"
"117","4823063122641","Pepsi Cola 0,33л ПЕТ","17.04","35.00","23.00","0","21.00","357.84","483.00"
"118","4823063122665","напій пепсі кола 0,33л zero пет","17.04","35.00","23.00","0","11.00","187.44","253.00"
"119","4823063126298","Пепсі-Кола 0.5л (12) UA","21.32","29.82","31.00","0","15.00","319.80","465.00"
"120","4823063126335","Пепсі 1,75л","41.62","25.49","64.00","0","3.00","124.86","192.00"
"121","4823063126878","Пепсі жб 330мл","25.00","24.00","31.00","0","8.00","200.00","248.00"
"122","4823063127516","Зелений чай ліптон 0.5л","25.00","32.00","33.00","0","1.00","25.00","33.00"
"123","4823063127530","Зелений чай ліптон 1л","42.66","35.00","58.00","0","6.00","255.96","348.00"
"124","4823063127554","Холодний чай лимон Ліптон 0.5л","25.14","35.00","34.00","0","8.00","201.12","272.00"
"125","4823063127578","Холодний чай лимон ліптон 1л","42.00","30.95","55.00","0","0.00","0.00","0.00"
"126","4823063127905","Pepsi Black 1.75л","41.62","53.77","69.00","0","24.00","998.88","1,656.00"
"127","4823063129077","Пепсі Black ж/б 0,33л","21.30","35.00","30.00","0","3.00","63.90","90.00"
"128","4823063129312","Пепсі-Кола 0.75л UA","27.48","31.00","36.00","0","5.00","137.40","180.00"
