"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"41","4860104150720","Вино виноградне столове біле напівсолодке Алазанская долина ТМ ""ШАТО КАХЕТИ"" 0,75л","128.10","35.00","173.00","0","5.00","640.50","865.00"
"42","8002915000603","Вин.нап.FragolFioreRosso0.75","185.28","35.00","250.00","0","0.00","0.00","0.00"
"43","8002915002034","Вин.нап.FragolTOSORosso 0.75","133.00","24.81","166.00","0","1.00","133.00","166.00"
"44","8002915002461","Вин.нап.FragolFiorelBian0.75","186.00","24.73","232.00","0","0.00","0.00","0.00"
"45","8002915005172","Вин.нап.FragolFiorePesca0.75","185.28","35.00","250.00","0","1.00","185.28","250.00"
"46","8002915006193","Вин.нап.FragolNovelBianc0.75","133.00","24.81","166.00","0","0.00","0.00","0.00"
"47","8003295013993","Вино біле сухе Corte Viola BIANKO 750л","138.12","27.00","175.00","0","0.00","0.00","0.00"
"48","8003295014006","Вино червоне сухе Corte Viola ROSSO 750л","138.12","27.00","175.00","0","0.00","0.00","0.00"
"49","8007531110774","Винний напій солодкий Фраголіно білий 0.75 л ТМ Фонтале","0.01","35.00","197.00","0","0.00","0.00","0.00"
"50","8007531110781","Винний напій солодкий Фраголіно червоний 0.75 л ТМ Фонтале","146.25","35.00","197.00","0","0.00","0.00","0.00"
"51","8008920034602","Вин нап ФраголіноCHIARELLI россо 0,75(6)","139.14","25.05","174.00","0","0.00","0.00","0.00"
"52","8018075001398","Ароматизований винний напій (напівігристий) Fragolino Bianco","166.38","30.00","217.00","0","2.00","332.76","434.00"
"53","8018075001411","Ароматизований винний напій (напівігристий) Fragolino Rosso","166.38","30.00","217.00","0","1.00","166.38","217.00"
"54","8018075042186","Ароматизований винний напій (напівігристий) Perfetto Spritz","167.00","24.55","208.00","0","0.00","0.00","0.00"
"55","8033055170673","Вино Просеко Італія 0,75л. Stocco","307.80","30.00","400.00","0","1.00","307.80","400.00"
"56","8050249370077","Вино сухе біле ТМ Васанзе Авентура бянко 0.75 л","131.10","30.00","170.00","0","2.00","262.20","340.00"
"57","8050249370152","Вино сухе червоне ТМ васанзе Авенура Россо 0.75 л","131.10","30.00","170.00","0","2.00","262.20","340.00"
"58","8053782390397","Алкогольний напій на основі джину та полуниці ТМ МІа 0,7","257.04","30.00","335.00","0","0.00","0.00","0.00"
"59","8053782390403","Лікер на основі джину Слоє зі смаком терну ТМ МІа 0,7","257.04","30.00","335.00","0","1.00","257.04","335.00"
"60","8057190502045","Винний напій""Фраголіно""червоне 0,75л/6пл ТМ Falconetti Італія","128.52","30.00","180.00","0","1.00","128.52","180.00"
"61","8057190502069","Винний напій""Фраголіно""біле 0,75л/6пл ТМ Falconetti Італія","160.00","25.00","200.00","0","0.00","0.00","0.00"
"62","8429168005238","Вино виноградне біле нап. сол. плаза майор бланко 0,75 л","121.98","35.00","165.00","0","2.00","243.96","330.00"
"63","8429168007089","Вино виноградне червоне сухе плаза майор тінто 0,75 л","121.98","35.00","165.00","0","1.00","121.98","165.00"

