"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"60","4823063130585","Сік Садочок виноград-аронія-вишня-полуниця 950мл","64.00","25.00","80.00","0","0.00","0.00","0.00"
"61","4823063131285","Яблучно-банановий напій 0,95л Садочок Слім","49.88","30.00","65.00","0","1.00","49.88","65.00"
"62","4823063131421","Сік садочок ананасово-яблучний 0,2","13.92","50.00","20.00","0","6.00","83.52","120.00"
"63","4823127300336","Сік томатний ТМ The Banka 1 л","65.94","35.00","90.00","0","3.00","197.82","270.00"
"64","4823127300343","Сік мультифруктовий з мякоттю ТМ Банка 1 л","65.94","35.00","90.00","0","1.00","65.94","90.00"
"65","4823127300367","Сік яблучний the Banka 1л","64.00","25.00","80.00","0","0.00","0.00","0.00"
"66","4823127300442","Сік яблучно-гарбузовий the Banka 1л","57.00","24.56","71.00","0","1.00","57.00","71.00"
"67","4840748004825","Сік Деліціон натуральний апельсин 1л","75.84","30.00","98.00","0","4.00","303.36","392.00"
"68","4840748004856","Нектар Life Style Delicios Гранатовий 1л","75.00","25.33","94.00","0","0.00","0.00","0.00"
"69","4840748004924","Сік Деліціос Яблучно-вишневий 1л","67.00","24.53","84.00","0","3.00","201.00","252.00"
"70","4840748005037","Сік яблуко-виноград delicios 0.2л","17.00","29.41","22.00","0","0.00","0.00","0.00"
"71","4840748005051","Нектар Мультифрукт delicios 0.2л","17.00","29.41","22.00","0","0.00","0.00","0.00"
"72","4840748006621","Delicios сік ананас 1л","61.80","30.00","80.00","0","3.00","185.40","240.00"

