"N","Код","Найменування","Собіварт.","Націнка","Ціна","Ш/В/С","К-сть","Сума 1","Сума 2"
"52","4823063129695","ХрумTeam Буженина-ФрГірч 55г, Багет","14.82","40.00","22.00","0","7.00","103.74","154.00"
"53","4823063129718","ХрумTeam Буженина-ФрГірч 90г, Багет","22.20","40.00","31.00","0","8.00","177.60","248.00"
"54","4823063129732","ХрумTeam КоролівсКраб 55г, Багет","14.82","40.00","22.00","0","5.00","74.10","110.00"
"55","4823063129756","ХрумTeam КоролівсКраб 90г, Багет","22.20","40.00","31.00","0","7.00","155.40","217.00"
"56","4823063129770","ХрумTeam Пікантна паприка 90г, Багет","22.20","40.00","31.00","0","7.00","155.40","217.00"
"57","4823063129794","ХрумTeam Сметана-Зелень 55г, Багет","14.82","40.00","22.00","0","4.00","59.28","88.00"
"58","4823063129817","ХрумTeam Сметана-Зелень 90г, Багет","22.20","40.00","31.00","0","7.00","155.40","217.00"
"59","4823127301920","Грінки Томат ""Спайсі"" ТМ ""Flint Grenki"" 55г","15.30","35.00","22.00","0","1.00","15.30","22.00"
"60","4823127301999","Сухарики бекон ТМ ""Flint"" 60г","15.30","35.00","22.00","0","2.00","30.60","44.00"
"61","4823127302002","Сухарики пшен-житні Краб 60 гр","15.30","35.00","21.00","0","1.00","15.30","21.00"
"62","4823127302019","Сухарики Сметана із зеленню ТМ ""Flint"" 60 г","15.30","35.00","22.00","0","3.00","45.90","66.00"
"63","4823127302026","Сухарики Холодець з хріном 60г","15.30","30.72","22.00","0","3.00","45.90","66.00"
"64","4823127302033","Сухарики бекон 100г Флінт","22.38","36.36","31.00","0","1.00","22.38","31.00"
"65","4823127302040","Сухарики Краб ТМ ""Flint"" 100г","22.38","28.57","31.00","0","0.00","0.00","0.00"
"66","4823127302057","Сухарики Флінт Сметана Зелень 100г","22.38","35.00","31.00","0","4.00","89.52","124.00"
"67","4823127302064","Сухарики Холодець з хріном ТМ ""Flint"" 100г","22.38","35.00","32.00","0","3.00","67.14","96.00"
"68","4823127302088","Сухарики Сир ТМ ""Flint"" 100г","22.38","35.00","30.00","0","3.00","67.14","90.00"
"69","4823127302132","Сухарики ""Ковбаски BBQ"" з кетчупом Flint","23.00","30.43","30.00","0","0.00","0.00","0.00"
"70","4823127302149","Сухарикм пшен-житні Зелена цибуля з соусом сирний 65+15 г","24.00","35.00","34.00","0","1.00","24.00","34.00"
"71","4823127302156","Сухарики Креветка соус Тартар 65г Флінт","24.00","35.00","34.00","0","2.00","48.00","68.00"
"72","4823127302231","грінки жит-пшен ""Міцний табаско"" 80 г","29.82","35.00","40.00","0","0.00","0.00","0.00"
"73","4823127302262","Грінки каре телятини Craft Flint 80г","28.00","32.14","37.00","0","0.00","0.00","0.00"
"74","4823127302279","Грінки гострі джерки Craft Flint 80г","28.00","32.14","37.00","0","0.00","0.00","0.00"
"75","4823127302286","Грінки часник Craft Flint 80г","30.66","32.14","43.00","0","3.00","91.98","129.00"
"76","4823127312490","Кальмари сушені солоні ТМ морські 30 г","41.88","40.00","59.00","0","0.00","0.00","0.00"
"77","4823127317815","Грінки пікантні ковбаски Craft Flint 80г","30.66","32.14","43.00","0","2.00","61.32","86.00"
"78","4823127317822","Грінки томат спайсі Craft Flint 80г","30.66","35.00","43.00","0","2.00","61.32","86.00"
"79","4823127318713","Сухарики флінт Гостре кімчі з соусом 60 г + 15 г","29.82","40.00","42.00","0","0.00","0.00","0.00"
"80","4823127318959","Сухарики флінт Курка теріякі з соусом 60 г + 15 г","29.82","40.00","42.00","0","0.00","0.00","0.00"
"81","4823127319031","Грінки житньо-пшеничні хвилясті  зі смаком лосось та вершковий соус 80 г","30.66","40.00","43.00","0","3.00","91.98","129.00"
"82","4823127319758","Сухарики флінт яловичина вок 60 г + 15 г","29.82","40.00","42.00","0","0.00","0.00","0.00"
"83","5941000030664","Сир 90г Doritos (28шт) RO","44.52","30.37","65.00","0","2.00","89.04","130.00"
"84","5941000030671","Гострий Перець 90г Doritos (28) RO","44.53","30.37","65.00","0","2.00","89.06","130.00"
"85","5941000030688","Барбекю 90г Doritos (28 шт) RO","44.53","30.00","65.00","0","3.00","133.59","195.00"
"86","5941000033894","Doritos Кул Оріджн 0.090кг 1-28 RO","44.53","30.00","65.00","0","2.00","89.06","130.00"
"87","8001160012843","МексБуріто 90г Doritos (28шт) RO","44.53","30.37","65.00","0","2.00","89.06","130.00"

